Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
68,20,RL,10665,IR1,Lvl,Inside,Gtl,CollgCr,1Story,7,5,2003,2003,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,0,Attchd,2003.0,RFn,2,558,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000
69,30,RM,4608,Reg,Lvl,Corner,Gtl,OldTown,1Story,4,6,1945,1950,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,0,Attchd,1945.0,Unf,1,220,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000
70,50,RL,15593,Reg,Lvl,Corner,Gtl,ClearCr,1.5Fin,7,4,1953,1953,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,1,Attchd,1953.0,Fin,2,667,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000
71,20,RL,13651,IR1,Lvl,Inside,Gtl,NAmes,1Story,7,6,1973,1973,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,Attchd,1973.0,Fin,2,516,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000
72,20,RL,7599,Reg,Lvl,Corner,Gtl,Mitchel,1Story,4,6,1982,2006,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,0,Detchd,1987.0,Unf,2,360,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500
73,60,RL,10141,IR1,Lvl,Corner,Gtl,Gilbert,2Story,7,5,1998,1998,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,1,Attchd,1998.0,Fin,2,427,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
74,20,RL,10200,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1954,2003,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,0,Attchd,1989.0,Unf,2,490,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900
75,50,RM,5790,Reg,Lvl,Corner,Gtl,OldTown,2Story,3,6,1915,1950,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,0,Detchd,1915.0,Unf,1,379,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
76,180,RM,1596,Reg,Lvl,Inside,Gtl,MeadowV,SLvl,4,5,1973,1973,CemntBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,0,BuiltIn,1973.0,Unf,1,297,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
77,20,RL,8475,IR1,Lvl,Inside,Gtl,NAmes,1Story,4,7,1956,1956,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,0,Detchd,1956.0,Unf,1,283,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750
78,50,RM,8635,Reg,Lvl,Inside,Gtl,BrkSide,1.5Fin,5,5,1948,2001,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,0,Detchd,1948.0,Unf,1,240,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
79,90,RL,10778,Reg,Lvl,Inside,Gtl,Sawyer,1Story,4,5,1968,1968,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,0,,,,0,0,,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500
80,50,RM,10440,Reg,Lvl,Corner,Gtl,OldTown,2Story,5,6,1910,1981,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,0,Detchd,1966.0,Unf,2,440,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000
81,60,RL,13000,Reg,Lvl,Corner,Gtl,NAmes,2Story,6,6,1968,1968,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,1,Attchd,1968.0,Fin,1,509,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500
82,120,RM,4500,Reg,Lvl,FR2,Gtl,Mitchel,1Story,6,5,1998,1998,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,Attchd,1998.0,Fin,2,405,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
83,20,RL,10206,Reg,Lvl,Inside,Gtl,Somerst,1Story,8,5,2007,2007,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,Attchd,2007.0,RFn,3,758,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000
84,20,RL,8892,IR1,Lvl,Inside,Gtl,NAmes,1Story,5,5,1960,1960,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,0,Detchd,1974.0,Unf,2,461,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500
85,80,RL,8530,IR1,Lvl,Inside,Gtl,Gilbert,SLvl,7,5,1995,1996,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,1,BuiltIn,1995.0,Fin,2,400,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500
86,60,RL,16059,Reg,Lvl,Corner,Gtl,NoRidge,2Story,8,5,1991,1992,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,1,Attchd,1991.0,Unf,2,462,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000
87,60,RL,11911,IR2,Lvl,Inside,Gtl,Gilbert,2Story,6,5,2005,2005,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,1,BuiltIn,2005.0,Fin,2,400,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000
88,160,FV,3951,Reg,Lvl,Corner,Gtl,Somerst,2Story,6,5,2009,2009,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,0,Detchd,2009.0,RFn,2,528,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500
89,50,C (all),8470,IR1,Lvl,Corner,Gtl,IDOTRR,1.5Fin,3,2,1915,1982,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,0,,,,0,0,,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000
90,20,RL,8070,Reg,Lvl,Inside,Gtl,CollgCr,1Story,4,5,1994,1995,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,0,,,,0,0,,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600
91,20,RL,7200,Reg,Lvl,Inside,Gtl,NAmes,1Story,4,5,1950,1950,BrkFace,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,0,Detchd,1950.0,Unf,2,420,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900
92,20,RL,8500,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,3,1961,1961,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,0,Attchd,1961.0,Unf,2,480,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600
93,30,RL,13360,IR1,HLS,Inside,Gtl,Crawfor,1Story,5,7,1921,2006,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,0,Detchd,1921.0,Unf,2,432,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
94,190,C (all),7200,Reg,Lvl,Corner,Gtl,OldTown,2.5Unf,6,6,1910,1998,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,1,Detchd,1900.0,Unf,2,506,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
95,60,RL,9337,IR1,Lvl,Inside,Gtl,CollgCr,2Story,6,5,1997,1997,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,0,Attchd,1997.0,RFn,2,684,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
96,60,RL,9765,IR2,Lvl,Corner,Gtl,Gilbert,2Story,6,8,1993,1993,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,1,BuiltIn,1993.0,Fin,2,420,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000
97,20,RL,10264,IR1,Lvl,Inside,Gtl,CollgCr,1Story,7,5,1999,1999,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,0,Attchd,1999.0,RFn,2,472,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
98,20,RL,10921,Reg,HLS,Inside,Gtl,Edwards,1Story,4,5,1965,1965,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,0,Attchd,1965.0,Fin,1,432,TA,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
99,30,RL,10625,Reg,Lvl,Corner,Gtl,Edwards,1Story,5,5,1920,1950,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,0,Basment,1920.0,Unf,1,366,Fa,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
100,20,RL,9320,IR1,Lvl,Inside,Gtl,NAmes,1Story,4,5,1959,1959,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,0,,,,0,0,,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
101,20,RL,10603,IR1,Lvl,Inside,Gtl,NWAmes,1Story,6,7,1977,2001,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,2,Attchd,1977.0,RFn,2,480,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000
102,60,RL,9206,Reg,Lvl,Inside,Gtl,SawyerW,2Story,6,5,1985,1985,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,1,Attchd,1985.0,Fin,2,476,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
103,90,RL,7018,Reg,Bnk,Inside,Gtl,SawyerW,1Story,5,5,1979,1979,HdBoard,None,0.0,TA,Fa,Slab,,,,,0,,0,0,0,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,0,Attchd,1979.0,Unf,2,410,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964
104,20,RL,10402,IR1,Lvl,Corner,Gtl,CollgCr,1Story,7,5,2009,2009,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,0,Attchd,2009.0,RFn,3,740,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
105,50,RM,7758,Reg,Lvl,Corner,Gtl,IDOTRR,1.5Fin,7,4,1931,1950,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,2,Detchd,1951.0,Unf,1,240,TA,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500
106,60,FV,9375,Reg,Lvl,Inside,Gtl,Somerst,2Story,8,5,2003,2004,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,1,Attchd,2003.0,RFn,2,648,TA,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
107,30,RM,10800,Reg,Lvl,Inside,Gtl,OldTown,1Story,4,7,1885,1995,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,0,Detchd,1954.0,Unf,1,273,Fa,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
108,20,RM,6000,Reg,Lvl,Inside,Gtl,OldTown,1Story,5,5,1948,1950,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,0,Detchd,1948.0,Unf,1,250,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
109,50,RM,8500,Reg,Lvl,Corner,Gtl,IDOTRR,1.5Fin,5,7,1919,2005,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,0,,,,0,0,,N,0,0,144,0,0,0,0,8,2007,WD,Normal,115000
110,20,RL,11751,IR1,Lvl,Inside,Gtl,NWAmes,1Story,6,6,1977,1977,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,1,Attchd,1977.0,RFn,2,546,TA,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,190000
111,50,RL,9525,Reg,Lvl,Inside,Gtl,Edwards,1.5Fin,6,4,1954,1972,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,0,Attchd,1954.0,Unf,1,325,TA,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
112,80,RL,7750,IR1,Lvl,Inside,Gtl,Gilbert,SLvl,7,5,2000,2000,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,1,BuiltIn,2000.0,Fin,2,400,TA,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
113,60,RL,9965,Reg,Lvl,Inside,Gtl,CollgCr,2Story,7,5,2007,2007,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,1,BuiltIn,2007.0,Fin,3,792,TA,Y,120,184,0,0,168,0,0,10,2007,New,Partial,383970
114,20,RL,21000,Reg,Bnk,Corner,Gtl,Crawfor,1Story,6,5,1953,1953,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,TA,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,Gd,7,2,Basment,1953.0,Unf,2,450,TA,Y,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000
115,70,RL,7259,IR1,Lvl,Inside,Mod,Crawfor,2Story,6,8,1945,2002,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,1,Detchd,1945.0,Unf,1,180,TA,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
116,160,FV,3230,Reg,Lvl,Corner,Gtl,Somerst,2Story,6,5,1999,1999,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,1,Detchd,1999.0,Unf,2,440,TA,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
117,20,RL,11616,Reg,Lvl,Inside,Gtl,Sawyer,1Story,5,5,1962,1962,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,TA,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,TA,6,1,Attchd,1962.0,Unf,1,288,TA,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
118,20,RL,8536,Reg,Lvl,Corner,Gtl,Edwards,1Story,5,5,2006,2007,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,0,Attchd,2007.0,Unf,2,430,TA,Y,80,64,0,0,0,0,0,4,2007,New,Partial,155000
119,60,RL,12376,Reg,Lvl,Corner,Gtl,SawyerW,2Story,7,5,1990,1990,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,Gd,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,2,Attchd,1990.0,Unf,3,594,TA,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
120,60,RL,8461,Reg,Lvl,Inside,Gtl,CollgCr,2Story,6,5,2005,2006,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,1,Attchd,2005.0,Fin,2,390,TA,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
121,80,RL,21453,IR1,Low,CulDSac,Sev,ClearCr,SLvl,6,5,1969,1969,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,2,Attchd,1969.0,Unf,2,540,TA,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
122,50,RM,6060,Reg,Lvl,Inside,Gtl,IDOTRR,1.5Fin,4,5,1939,1950,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,732,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,0,Detchd,1979.0,Unf,1,264,TA,P,0,0,140,0,0,0,0,6,2007,WD,Normal,100000
123,20,RL,9464,Reg,Lvl,Corner,Gtl,NAmes,1Story,6,7,1958,1958,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,0,510,1080,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,0,Attchd,1958.0,Unf,1,288,TA,Y,0,0,0,0,130,0,0,6,2008,WD,Normal,136000
124,120,RL,7892,Reg,Lvl,Inside,Gtl,SawyerW,1Story,6,5,1993,1993,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,0,Attchd,1993.0,RFn,2,530,TA,Y,0,63,0,0,0,0,0,3,2008,WD,Normal,153900
125,20,RL,17043,IR1,Lvl,CulDSac,Gtl,NWAmes,1Story,6,5,1979,1998,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,1362,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,1,Attchd,1979.0,Unf,2,435,TA,Y,192,0,0,0,0,0,0,1,2009,WD,Normal,181000
126,190,RM,6780,Reg,Lvl,Inside,Gtl,IDOTRR,1.5Fin,6,8,1935,1982,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,520,Gd,N,SBrkr,520,0,234,754,1,0,1,0,2,1,TA,5,0,,,,0,0,,N,53,0,0,0,0,0,0,6,2006,WD,Normal,84500
127,120,RL,4928,IR1,Lvl,Inside,Gtl,NPkVill,1Story,6,5,1976,1976,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,TA,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,TA,5,1,Attchd,1977.0,RFn,2,440,TA,Y,0,205,0,0,0,0,0,2,2007,WD,Normal,128000
128,45,RM,4388,IR1,Bnk,Inside,Gtl,OldTown,1.5Unf,5,7,1930,1950,WdShing,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,0,556,672,Ex,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,TA,5,1,,,,0,0,,N,0,0,0,0,0,0,0,6,2007,WD,Normal,87000
129,60,RL,7590,Reg,Lvl,Inside,Gtl,NAmes,2Story,6,5,1966,1966,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,TA,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,1,Attchd,1966.0,RFn,2,453,TA,Y,188,108,0,0,0,0,0,7,2006,WD,Normal,155000
130,20,RL,8973,Reg,Lvl,Inside,Gtl,NAmes,1Story,5,7,1958,1991,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,TA,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,0,2Types,1998.0,RFn,2,750,TA,Y,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000
131,60,RL,14200,Reg,Lvl,Corner,Gtl,NAmes,2Story,7,6,1966,1966,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,Ex,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,2,Attchd,1966.0,Fin,2,487,TA,Y,105,66,0,0,0,0,0,5,2006,WD,Normal,226000
132,60,RL,12224,IR1,Lvl,Corner,Gtl,Gilbert,2Story,6,5,2000,2000,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,Ex,Y,SBrkr,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,1,BuiltIn,2000.0,RFn,2,390,TA,Y,24,48,0,0,0,0,0,7,2009,WD,Normal,244000
133,20,RL,7388,Reg,Lvl,Corner,Gtl,NAmes,1Story,5,6,1959,2002,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,Gd,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,0,Detchd,1974.0,Unf,2,624,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,150750
134,20,RL,6853,IR1,Lvl,Inside,Gtl,Timber,1Story,8,5,2001,2002,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,Ex,Y,SBrkr,1296,0,0,1296,1,0,2,0,2,1,Gd,6,0,Attchd,2001.0,Fin,2,471,TA,Y,192,25,0,0,0,0,0,6,2009,WD,Normal,220000
135,20,RL,10335,IR1,Lvl,Inside,Gtl,Sawyer,1Story,5,6,1968,1993,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,1,Attchd,1968.0,RFn,2,440,TA,Y,0,96,180,0,0,0,0,7,2006,WD,Normal,180000
136,20,RL,10400,Reg,Lvl,Inside,Gtl,NWAmes,1Story,7,6,1970,1970,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,1,Attchd,1970.0,Unf,2,530,TA,Y,98,0,0,0,0,0,0,5,2008,WD,Normal,174000
137,20,RL,10355,IR1,Lvl,Corner,Gtl,NAmes,1Story,5,5,1967,1967,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,TA,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,TA,5,1,Attchd,1967.0,RFn,1,318,TA,Y,0,111,0,0,0,0,0,7,2007,WD,Normal,143000
